
TURNS: 7.5

Greninja: Water Shuriken [wtr] / Night Slash [drk]; Turns: 7.5; Damage: 1962
Omastar*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1637
Gourgeist (Small)*: Incinerate [fir] / Foul Play [drk]; Turns: 10.0; Damage: 1632
Hitmonlee: Double Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1629 (both fighting)
Electrode: Volt Switch [elc] / Foul Play [drk]; Turns: 10.0; Damage: 1628
Raichu (Alolan)*: Thunder Shock [elc] / Trailblaze [grs]; Turns: 10.0; Damage: 1626
Qwilfish (Hisuian)*: Poison Jab [poi] / Aqua Tail [wtr]; Turns: 10.0; Damage: 1622
Magnemite*: Thunder Shock [elc] / Magnet Bomb [stl]; Turns: 10.0; Damage: 1620
Porygon2: Lock On [nrm] / Tri Attack [nrm]; Turns: 10.0; Damage: 1620 (both normal)
Florges: Fairy Wind [fai] / *Chilling Water [wtr]; Turns: 10.0; Damage: 1618
Sandaconda: Mud Shot [grd] / Wrap [nrm]; Turns: 10.0; Damage: 1616
Graveler*: Mud Shot [grd] / *Rock Slide [rck]; Turns: 10.0; Damage: 1610
Sandslash (Alolan): *Shadow Claw [gho] / Drill Run [grd]; Turns: 10.0; Damage: 1609
Quaxwell: Wing Attack [fly] / Aqua Jet [wtr]; Turns: 10.0; Damage: 1605
Slowbro (Galarian): Poison Jab [poi] / Brutal Swing [drk]; Turns: 10.0; Damage: 1604
Dipplin*: Dragon Tail [drg] / Seed Bomb [grs]; Turns: 10.0; Damage: 1604
Bewear: Low Kick [fig] / *Drain Punch [fig]; Turns: 10.0; Damage: 1602 (both fighting)
Bewear: Shadow Claw [gho] / *Drain Punch [fig]; Turns: 10.0; Damage: 1602
Golduck: Confusion [psy] / Cross Chop [fig]; Turns: 10.0; Damage: 1598
Lampent: Ember [fir] / Energy Ball [grs]; Turns: 10.0; Damage: 1597
Ninetales*: *Ember [fir] / *Energy Ball [grs]; Turns: 10.0; Damage: 1597
Weepinbell*: Acid [poi] / Seed Bomb [grs]; Turns: 10.0; Damage: 1594
Seaking: Peck [fly] / *Drill Run [grd]; Turns: 10.0; Damage: 1590
Hitmonlee: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1588 (both fighting)
Slurpuff: Fairy Wind [fai] / Energy Ball [grs]; Turns: 10.0; Damage: 1588
Fletchinder: Ember [fir] / Fly [fly]; Turns: 10.0; Damage: 1581
Raichu*: Volt Switch [elc] / Brick Break [fig]; Turns: 10.0; Damage: 1568
Beedrill*: Infestation [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1567 (both bug)
Magnemite*: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 1567 (both electric)
Flygon*: Dragon Tail [drg] / Sand Tomb [grd]; Turns: 10.0; Damage: 1565
Raichu*: Thunder Shock [elc] / Trailblaze [grs]; Turns: 10.0; Damage: 1561
Annihilape*: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1560 (both fighting)
Magnezone*: Spark [elc] / Mirror Shot [stl]; Turns: 10.0; Damage: 1557
Decidueye (Hisuian)*: Psycho Cut [psy] / Aerial Ace [fly]; Turns: 10.0; Damage: 1549
Girafarig*: Confusion [psy] / Psychic Fangs [psy]; Turns: 10.0; Damage: 1547 (both psychic)
Vespiquen*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1544 (both bug)
Bronzong*: Confusion [psy] / Weather Ball (Water) [wtr]; Turns: 10.0; Damage: 1534
Toxicroak*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1534 (both ground)
Marshtomp*: Mud Shot [grd] / Surf [wtr]; Turns: 10.0; Damage: 1531
Oranguru: Confusion [psy] / Brutal Swing [drk]; Turns: 10.0; Damage: 1529
Charjabug: *Volt Switch [elc] / X-Scissor [bug]; Turns: 10.0; Damage: 1526
Pidgeot*: *Wing Attack [fly] / Twister [drg]; Turns: 10.0; Damage: 1509
Fletchinder: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1502 (both fire)
Smoochum: Powder Snow [ice] / Ice Punch [ice]; Turns: 10.0; Damage: 1502 (both ice)
Kangaskhan*: Low Kick [fig] / *Stomp [nrm]; Turns: 10.0; Damage: 1497
Pidgeot*: *Gust [fly] / *Air Cutter [fly]; Turns: 10.0; Damage: 1496 (both flying)
Houndour: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1492
Torracat: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1486
Growlithe*: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1483 (both fire)
Pikipek: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1483 (both flying)
Naganadel: Poison Jab [poi] / Fell Stinger [bug]; Turns: 10.0; Damage: 1482
Luxray*: Spark [elc] / *Psychic Fangs [psy]; Turns: 10.0; Damage: 1476
Graveler (Alolan): Volt Switch [elc] / Rock Blast [rck]; Turns: 10.0; Damage: 1473
Grimer: Acid [poi] / Sludge [poi]; Turns: 10.0; Damage: 1472 (both poison)
Gurdurr: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1472 (both fighting)
Growlithe (Hisuian): Ember [fir] / Rock Slide [rck]; Turns: 10.0; Damage: 1471
Primeape*: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1467 (both fighting)
Combusken: Ember [fir] / Rock Slide [rck]; Turns: 10.0; Damage: 1467
Pikachu*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Pikachu (5th Anniversary)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Pikachu (Flying)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Pikachu (Horizons)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Pikachu (Kariyushi)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Pikachu (Shaymin Scarf)*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1466 (both electric)
Kingler*: Metal Claw [stl] / Razor Shell [wtr]; Turns: 10.0; Damage: 1461
Natu: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1461 (both flying)
Natu: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 1461
Sableye: Shadow Claw [gho] / Foul Play [drk]; Turns: 10.0; Damage: 1461
Dugtrio: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1457 (both ground)
Medicham*: Psycho Cut [psy] / Dynamic Punch [fig]; Turns: 10.0; Damage: 1452
Machoke*: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1448 (both fighting)
Nidoking*: *Fury Cutter [bug] / Sand Tomb [grd]; Turns: 10.0; Damage: 1446
Beedrill*: Infestation [bug] / *Drill Run [grd]; Turns: 10.0; Damage: 1444
Magcargo: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1440 (both fire)
Magnemite*: Metal Sound [stl] / Discharge [elc]; Turns: 10.0; Damage: 1440
Metang: Fury Cutter [bug] / Psyshock [psy]; Turns: 10.0; Damage: 1430
Furret*: Sucker Punch [drk] / Swift [nrm]; Turns: 10.0; Damage: 1426
Gogoat*: Vine Whip [grs] / Brick Break [fig]; Turns: 10.0; Damage: 1425
Farfetch'd (Galarian)*: Fury Cutter [bug] / Brick Break [fig]; Turns: 10.0; Damage: 1423
Uxie: Confusion [psy] / Swift [nrm]; Turns: 10.0; Damage: 1420
Karrablast: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1419 (both bug)
Lucario: Bullet Punch [stl] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1416
Shelgon*: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1407
Throh*: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1407 (both fighting)
Ariados*: Poison Sting [poi] / Lunge [bug]; Turns: 10.0; Damage: 1405
Grimmsnarl*: Sucker Punch [drk] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1403
Mew*: Volt Switch [elc] / Low Sweep [fig]; Turns: 10.0; Damage: 1392
Cacnea*: Poison Sting [poi] / Trailblaze [grs]; Turns: 10.0; Damage: 1389
Nidoking*: Double Kick [fig] / Sand Tomb [grd]; Turns: 10.0; Damage: 1384
Muk: Infestation [bug] / Thunder Punch [elc]; Turns: 10.0; Damage: 1381
Plusle*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 1381
Emolga*: Thunder Shock [elc] / Aerial Ace [fly]; Turns: 10.0; Damage: 1378
Charjabug: *Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 1377 (both electric)
Dewott*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1373 (both bug)
Swoobat: Confusion [psy] / Psychic Fangs [psy]; Turns: 10.0; Damage: 1368 (both psychic)
Venomoth: Psywave [psy] / Poison Fang [poi]; Turns: 10.0; Damage: 1366
Spidops: Shadow Claw [gho] / X-Scissor [bug]; Turns: 10.0; Damage: 1364
Klang*: Metal Sound [stl] / Vise Grip [nrm]; Turns: 10.0; Damage: 1363
Eelektrik: Acid [poi] / Discharge [elc]; Turns: 10.0; Damage: 1361
Marshtomp*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1361 (both ground)
Pikachu (Horizons)*: Quick Attack [nrm] / *Volt Tackle [elc]; Turns: 10.0; Damage: 1354
Garganacl*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1352
Mantine*: Wing Attack [fly] / Twister [drg]; Turns: 10.0; Damage: 1345
Karrablast: Peck [fly] / X-Scissor [bug]; Turns: 10.0; Damage: 1345
Flygon*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 1341 (both ground)
Mew*: Dragon Tail [drg] / Low Sweep [fig]; Turns: 10.0; Damage: 1336
Mew*: Shadow Claw [gho] / Low Sweep [fig]; Turns: 10.0; Damage: 1336
Stunfisk*: Thunder Shock [elc] / Mud Bomb [grd]; Turns: 10.0; Damage: 1335
Seismitoad*: Mud Shot [grd] / Icy Wind [ice]; Turns: 10.0; Damage: 1333
Pawniard*: Fury Cutter [bug] / X-Scissor [bug]; Turns: 10.0; Damage: 1330 (both bug)
Toedscruel*: Mud Shot [grd] / Wrap [nrm]; Turns: 10.0; Damage: 1328
Golisopod*: Metal Claw [stl] / Razor Shell [wtr]; Turns: 10.0; Damage: 1327
Golisopod*: Metal Claw [stl] / Razor Shell [wtr]; Turns: 10.0; Damage: 1327
Natu: Quick Attack [nrm] / Drill Peck [fly]; Turns: 10.0; Damage: 1327
Natu: Quick Attack [nrm] / Psyshock [psy]; Turns: 10.0; Damage: 1327
Quagsire*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1326 (both ground)
Swalot*: Infestation [bug] / Sludge [poi]; Turns: 10.0; Damage: 1323
Lumineon: Gust [fly] / Aqua Tail [wtr]; Turns: 10.0; Damage: 1322
Sandaconda: Mud Shot [grd] / Bulldoze [grd]; Turns: 10.0; Damage: 1322 (both ground)
Karrablast: Fury Cutter [bug] / Drill Run [grd]; Turns: 10.0; Damage: 1320
Whiscash: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1317 (both ground)
Dartrix: Peck [fly] / Seed Bomb [grs]; Turns: 10.0; Damage: 1316
Dartrix: Leafage [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 1316 (both grass)
Gliscor*: Fury Cutter [bug] / Sand Tomb [grd]; Turns: 10.0; Damage: 1311
Gliscor*: Wing Attack [fly] / Sand Tomb [grd]; Turns: 10.0; Damage: 1311
Rotom: Thunder Shock [elc] / Ominous Wind [gho]; Turns: 10.0; Damage: 1311
Mienfoo: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1309 (both fighting)
Buizel*: Quick Attack [nrm] / Aqua Jet [wtr]; Turns: 10.0; Damage: 1308
Emolga*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 1307
Tyrunt: Dragon Tail [drg] / Stomp [nrm]; Turns: 10.0; Damage: 1307
Ariados*: Poison Sting [poi] / Trailblaze [grs]; Turns: 10.0; Damage: 1302
Dratini*: Dragon Breath [drg] / Twister [drg]; Turns: 10.0; Damage: 1298 (both dragon)
Koffing: Acid [poi] / Sludge [poi]; Turns: 10.0; Damage: 1298 (both poison)
Incineroar*: Double Kick [fig] / Drain Punch [fig]; Turns: 10.0; Damage: 1296 (both fighting)
Trapinch*: Mud Shot [grd] / Crunch [drk]; Turns: 10.0; Damage: 1296
Beedrill*: Poison Sting [poi] / Aerial Ace [fly]; Turns: 10.0; Damage: 1290
Plusle*: Spark [elc] / Swift [nrm]; Turns: 10.0; Damage: 1290
Rotom (Mow): Thunder Shock [elc] / Ominous Wind [gho]; Turns: 10.0; Damage: 1279
Gurdurr: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1276 (both fighting)
Venomoth: Infestation [bug] / Poison Fang [poi]; Turns: 10.0; Damage: 1269
Buzzwole: Poison Jab [poi] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1265
Buzzwole: Poison Jab [poi] / Fell Stinger [bug]; Turns: 10.0; Damage: 1265
Fletchinder: Ember [fir] / Aerial Ace [fly]; Turns: 10.0; Damage: 1265
Hakamo-o: Dragon Tail [drg] / Brick Break [fig]; Turns: 10.0; Damage: 1265
Pikachu (Rock Star)*: Thunder Shock [elc] / Meteor Mash [stl]; Turns: 10.0; Damage: 1262
Toxtricity*: Poison Jab [poi] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1262
Cubchoo: Powder Snow [ice] / Ice Punch [ice]; Turns: 10.0; Damage: 1256 (both ice)
Stunfisk*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 1256 (both ground)
Octillery*: Lock On [nrm] / Octazooka [wtr]; Turns: 10.0; Damage: 1253
Togetic*: Fairy Wind [fai] / Heat Wave [fir]; Turns: 10.0; Damage: 1251
Karrablast: Peck [fly] / Drill Run [grd]; Turns: 10.0; Damage: 1245
Runerigus*: Shadow Claw [gho] / Sand Tomb [grd]; Turns: 10.0; Damage: 1244
Jumpluff: Fairy Wind [fai] / Energy Ball [grs]; Turns: 10.0; Damage: 1244
Pawmi*: Thunder Shock [elc] / Wild Charge [elc]; Turns: 10.0; Damage: 1243 (both electric)
Trumbeak: Peck [fly] / Rock Blast [rck]; Turns: 10.0; Damage: 1243
Poliwrath*: Mud Shot [grd] / Icy Wind [ice]; Turns: 10.0; Damage: 1240
Sandslash*: Metal Claw [stl] / *Night Slash [drk]; Turns: 10.0; Damage: 1240
Greedent*: Mud Shot [grd] / Crunch [drk]; Turns: 10.0; Damage: 1236
Garbodor*: Infestation [bug] / Seed Bomb [grs]; Turns: 10.0; Damage: 1234
Kangaskhan*: Low Kick [fig] / *Brick Break [fig]; Turns: 10.0; Damage: 1234 (both fighting)
Numel*: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1233 (both fire)
Chimchar: Ember [fir] / Flame Wheel [fir]; Turns: 10.0; Damage: 1232 (both fire)
Golbat*: Wing Attack [fly] / Poison Fang [poi]; Turns: 10.0; Damage: 1229
Serperior: Vine Whip [grs] / Leaf Tornado [grs]; Turns: 10.0; Damage: 1229 (both grass)
Lopunny: Double Kick [fig] / Fire Punch [fir]; Turns: 10.0; Damage: 1229
Lopunny: Double Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 1229
Maushold*: Mud Shot [grd] / Crunch [drk]; Turns: 10.0; Damage: 1228
Omanyte*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1225
Sizzlipede: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1222 (both fire)
Spearow: Peck [fly] / Drill Peck [fly]; Turns: 10.0; Damage: 1221 (both flying)
Lairon*: Metal Claw [stl] / Body Slam [nrm]; Turns: 10.0; Damage: 1220
Cacnea*: Sand Attack [grd] / Seed Bomb [grs]; Turns: 10.0; Damage: 1219
Throh*: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1219 (both fighting)
Stunfisk (Galarian)*: Mud Shot [grd] / Rock Slide [rck]; Turns: 10.0; Damage: 1217
Minun*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 1216
Oddish: Acid [poi] / Seed Bomb [grs]; Turns: 10.0; Damage: 1214
Growlithe (Hisuian): Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1213
Togetic*: Fairy Wind [fai] / Aerial Ace [fly]; Turns: 10.0; Damage: 1213
Gliscor*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 1210 (both ground)
Lopunny: Low Kick [fig] / Fire Punch [fir]; Turns: 10.0; Damage: 1205
Lopunny: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 1205
Sandslash*: Mud Shot [grd] / Bulldoze [grd]; Turns: 10.0; Damage: 1191 (both ground)
Elekid*: Low Kick [fig] / Thunder Punch [elc]; Turns: 10.0; Damage: 1190
Quaxly: Wing Attack [fly] / Aqua Jet [wtr]; Turns: 10.0; Damage: 1189
Litleo: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1187
Porygon: Quick Attack [nrm] / *Discharge [elc]; Turns: 10.0; Damage: 1182
Kabuto*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 1170
Palossand*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 1165 (both ground)
Greedent*: Mud Shot [grd] / Trailblaze [grs]; Turns: 10.0; Damage: 1163
Spearow: Quick Attack [nrm] / Drill Peck [fly]; Turns: 10.0; Damage: 1160
Mew*: Infestation [bug] / Low Sweep [fig]; Turns: 10.0; Damage: 1145
Minun*: Spark [elc] / Swift [nrm]; Turns: 10.0; Damage: 1135
Mienfoo: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1134 (both fighting)
Mienfoo: Low Kick [fig] / Drain Punch [fig]; Turns: 10.0; Damage: 1134 (both fighting)
Delibird: Quick Attack [nrm] / Ice Punch [ice]; Turns: 10.0; Damage: 1128
Koffing: Infestation [bug] / Sludge [poi]; Turns: 10.0; Damage: 1125
Machop*: *Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1120 (both fighting)
Litwick: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 1119 (both fire)
Elekid*: Low Kick [fig] / Discharge [elc]; Turns: 10.0; Damage: 1116
Bagon*: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1096
Timburr: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 1096 (both fighting)
Litten: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1093
Flittle: Peck [fly] / Psyshock [psy]; Turns: 10.0; Damage: 1088
Spearow: Peck [fly] / *Twister [drg]; Turns: 10.0; Damage: 1079
Furret*: Quick Attack [nrm] / Brick Break [fig]; Turns: 10.0; Damage: 1076
Forretress*: Volt Switch [elc] / Sand Tomb [grd]; Turns: 10.0; Damage: 1067
Sandshrew*: Mud Shot [grd] / Rock Slide [rck]; Turns: 10.0; Damage: 1065
Buneary*: Quick Attack [nrm] / Fire Punch [fir]; Turns: 10.0; Damage: 1063
Pidgeotto*: Wing Attack [fly] / Twister [drg]; Turns: 10.0; Damage: 1063
Slugma: Ember [fir] / Rock Slide [rck]; Turns: 10.0; Damage: 1062
Togetic*: Fairy Wind [fai] / Ancient Power [rck]; Turns: 10.0; Damage: 1061
Trapinch*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 1060 (both ground)
Pikachu (5th Anniversary)*: Thunder Shock [elc] / Fly [fly]; Turns: 10.0; Damage: 1058
Pikachu (Flying)*: Thunder Shock [elc] / Fly [fly]; Turns: 10.0; Damage: 1058
Skrelp*: Acid [poi] / Twister [drg]; Turns: 10.0; Damage: 1050
Hawlucha*: Poison Jab [poi] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1045
Hitmonchan: Bullet Punch [stl] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1035
Ferrothorn*: Metal Claw [stl] / Mirror Shot [stl]; Turns: 10.0; Damage: 1034 (both steel)
Bulbasaur: Vine Whip [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 1029 (both grass)
Pancham*: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 1028 (both fighting)
Vibrava*: Dragon Breath [drg] / Sand Tomb [grd]; Turns: 10.0; Damage: 1023
Nidorino*: Poison Jab [poi] / Horn Attack [nrm]; Turns: 10.0; Damage: 1021
Spearow: Quick Attack [nrm] / *Twister [drg]; Turns: 10.0; Damage: 1018
Toxtricity*: Spark [elc] / Power-Up Punch [fig]; Turns: 10.0; Damage: 1018
Electrike*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 1017
Beedrill*: Poison Jab [poi] / Fell Stinger [bug]; Turns: 10.0; Damage: 1014
Sizzlipede: Ember [fir] / Crunch [drk]; Turns: 10.0; Damage: 1008
Pikachu*: Thunder Shock [elc] / *Surf [wtr]; Turns: 10.0; Damage: 1008
Pikachu (Shaymin Scarf)*: Thunder Shock [elc] / *Surf [wtr]; Turns: 10.0; Damage: 1008
Cacnea*: Sand Attack [grd] / Brick Break [fig]; Turns: 10.0; Damage: 992
Jumpluff: Fairy Wind [fai] / Aerial Ace [fly]; Turns: 10.0; Damage: 986
Riolu*: Quick Attack [nrm] / Brick Break [fig]; Turns: 10.0; Damage: 981
Riolu*: Quick Attack [nrm] / Blaze Kick [fir]; Turns: 10.0; Damage: 981
Riolu*: Quick Attack [nrm] / Thunder Punch [elc]; Turns: 10.0; Damage: 981
Blitzle: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 976
Sableye: Shadow Claw [gho] / Drain Punch [fig]; Turns: 10.0; Damage: 974
Tinkaton: Fairy Wind [fai] / Bulldoze [grd]; Turns: 10.0; Damage: 972
Machop*: *Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 971 (both fighting)
Woobat: Confusion [psy] / Air Cutter [fly]; Turns: 10.0; Damage: 964
Purrloin: Sucker Punch [drk] / Night Slash [drk]; Turns: 10.0; Damage: 962 (both dark)
Chespin*: Vine Whip [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 960 (both grass)
Delibird: Present [nrm] / Ice Punch [ice]; Turns: 10.0; Damage: 954
Charcadet: Ember [fir] / Heat Wave [fir]; Turns: 10.0; Damage: 953 (both fire)
Snover: Powder Snow [ice] / Stomp [nrm]; Turns: 10.0; Damage: 951
Snover: Leafage [grs] / Stomp [nrm]; Turns: 10.0; Damage: 951
Diglett: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 951 (both ground)
Electrike*: Spark [elc] / Swift [nrm]; Turns: 10.0; Damage: 950
Timburr: Low Kick [fig] / Low Sweep [fig]; Turns: 10.0; Damage: 950 (both fighting)
Rowlet: Leafage [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 945 (both grass)
Poliwhirl*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 945 (both ground)
Litwick: Ember [fir] / Mystical Fire [fir]; Turns: 10.0; Damage: 942 (both fire)
Pachirisu: Volt Switch [elc] / Thunder Punch [elc]; Turns: 10.0; Damage: 941 (both electric)
Ekans*: Poison Sting [poi] / Wrap [nrm]; Turns: 10.0; Damage: 940
Aron*: Metal Claw [stl] / Body Slam [nrm]; Turns: 10.0; Damage: 935
Servine: Vine Whip [grs] / Leaf Tornado [grs]; Turns: 10.0; Damage: 931 (both grass)
Pikachu*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Pikachu (5th Anniversary)*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Pikachu (Flying)*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Pikachu (Horizons)*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Pikachu (Kariyushi)*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Pikachu (Shaymin Scarf)*: Quick Attack [nrm] / Discharge [elc]; Turns: 10.0; Damage: 926
Mareep*: Thunder Shock [elc] / Trailblaze [grs]; Turns: 10.0; Damage: 922
Elekid*: Low Kick [fig] / Brick Break [fig]; Turns: 10.0; Damage: 920 (both fighting)
Diggersby*: Quick Attack [nrm] / Fire Punch [fir]; Turns: 10.0; Damage: 916
Wattrel: Thunder Shock [elc] / Aerial Ace [fly]; Turns: 10.0; Damage: 916
Sandshrew (Alolan)*: Metal Claw [stl] / Night Slash [drk]; Turns: 10.0; Damage: 909
Pansage: Vine Whip [grs] / Seed Bomb [grs]; Turns: 10.0; Damage: 907 (both grass)
Shinx: Spark [elc] / Swift [nrm]; Turns: 10.0; Damage: 904
Klink: Volt Switch [elc] / Vise Grip [nrm]; Turns: 10.0; Damage: 901
Ekans*: Acid [poi] / Poison Fang [poi]; Turns: 10.0; Damage: 900 (both poison)
Joltik*: Sucker Punch [drk] / Cross Poison [poi]; Turns: 10.0; Damage: 900
Klink: Metal Sound [stl] / Vise Grip [nrm]; Turns: 10.0; Damage: 890
Vibrava*: Mud Shot [grd] / Bulldoze [grd]; Turns: 10.0; Damage: 877 (both ground)
Vibrava*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 877 (both ground)
Togedemaru*: Spark [elc] / Fell Stinger [bug]; Turns: 10.0; Damage: 863
Masquerain*: Infestation [bug] / Bubble Beam [wtr]; Turns: 10.0; Damage: 855
Stunfisk (Galarian)*: Metal Claw [stl] / Muddy Water [wtr]; Turns: 10.0; Damage: 850
Numel*: Ember [fir] / Bulldoze [grd]; Turns: 10.0; Damage: 843
Spinda: Psycho Cut [psy] / Icy Wind [ice]; Turns: 10.0; Damage: 843
Riolu*: Quick Attack [nrm] / Low Sweep [fig]; Turns: 10.0; Damage: 842
Meowth (Galarian)*: Metal Claw [stl] / Night Slash [drk]; Turns: 10.0; Damage: 836
Nickit*: Sucker Punch [drk] / Night Slash [drk]; Turns: 10.0; Damage: 834 (both dark)
Naclstack*: Mud Shot [grd] / Ancient Power [rck]; Turns: 10.0; Damage: 830
Tentacool*: Poison Sting [poi] / Wrap [nrm]; Turns: 10.0; Damage: 828
Sandshrew*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 824 (both ground)
Silicobra: Mud Shot [grd] / Wrap [nrm]; Turns: 10.0; Damage: 824
Poipole*: Poison Jab [poi] / Fell Stinger [bug]; Turns: 10.0; Damage: 817
Barboach*: Mud Shot [grd] / Mud Bomb [grd]; Turns: 10.0; Damage: 811 (both ground)
Mantine*: Wing Attack [fly] / Bubble Beam [wtr]; Turns: 10.0; Damage: 807
Qwilfish*: Poison Sting [poi] / Acid Spray [poi]; Turns: 10.0; Damage: 802 (both poison)
Jangmo-o: Dragon Tail [drg] / Brick Break [fig]; Turns: 10.0; Damage: 797
Sandygast*: Sand Attack [grd] / Sand Tomb [grd]; Turns: 10.0; Damage: 785 (both ground)
Toedscool*: Mud Shot [grd] / Wrap [nrm]; Turns: 10.0; Damage: 776
Klink: Volt Switch [elc] / Discharge [elc]; Turns: 10.0; Damage: 775 (both electric)
Pikachu*: *Present [nrm] / Discharge [elc]; Turns: 10.0; Damage: 773
Pikachu (5th Anniversary)*: *Present [nrm] / Discharge [elc]; Turns: 10.0; Damage: 773
